"구분,지점코드,숙소명,비교대상자사코드,상권명,,,야호,,,,,,,,,,,,,"
"경쟁사,3010274,대전 용전 HOTEL N7,26224,동구(용전/복합터미널),,,,,,,,,,,,,,,,"
"자사,10046512,동백호텔 고현점,,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,10059475,거제도 고현 브라운도트 거제고현점,10046512,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,3001973,거제도 고현 MVG,10046512,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,3011487,거제도 고현 풀,10046512,거제/통영/고성,,,,,,,,,,,,,,,,"
"자사,27149,동백호텔 옥포점,,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,27316,거제도 옥포 에버그린,27149,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,10044423,거제도 옥포 진우 프레스티지 호텔,27149,거제/통영/고성,,,,,,,,,,,,,,,,"
"경쟁사,10063930,거제도 옥포 한담 호텔,27149,거제/통영/고성,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,"
